용도,허가번호,업종,품목명,성분명(국문),성분명(영문),허가일,업체명
동물용의약품,292-015,수입,프라자나(Prajana-HS),박씨-후추-생강추출물,Citrullus+Pipper+Zingiber extracts,1994-05-02,(주)이레켐
동물용의약품,292-016,수입,바이오멧 징크 T/P(Biomet Zinc T/P),아연메치오닌,Zinc methionine,1994-07-22,(주)이레켐
동물용의약품,292-018,수입,바이오-아이지 5(Bio-Ig 5),면역글로블린지-엠-에이,IgG+IgM+IgA,1996-03-25,(주)이레켐
동물용의약품,292-019,수입,바이오-아이지 15(Bio-Ig 15),면역글로블린지-엠-에이,IgG+IgM+IgA,1996-03-25,(주)이레켐
동물용의약품,292-020,수입,에버리치(Averich),기타영양공급약,Mineral supplemental preparations,1996-03-25,(주)이레켐
동물용의약품,292-021,수입,헤파비트(Hepavit),기타영양공급약,Mineral supplemental preparations,1996-09-12,(주)이레켐
동물용의약품,292-022,수입,비타플록(Vita Block),기타영양공급약,"Others, Nutrition supplemental preparations",1996-06-26,(주)이레켐
동물용의약품,292-024,수입,셀센 E(SELCEN-E),비타민 E+셀레늄,Vitamin E+Selenium,2001-09-24,(주)이레켐
동물용의약품,292-026,수입,인뮤나 17.5(INMUNAIR 17.5),프로피오니박테리움그레눌로섬 불활화세포+대장균세포추출 리포폴리사카라이드,Propionibacterium granulosum inactivated cell+Lipopolysacharide from E.coli cell,2011-11-28,(주)이레켐
동물용의약품,294-002,수입,켄플록스 10 액(Kenflox 10 oral),엔로플록사신,Enrofloxacin,2010-07-22,(주)메디텍
동물용의약품,294-003,수입,켄플록스 20 액(Kenflox 20 oral),엔로플록사신,Enrofloxacin,2010-07-22,(주)메디텍
동물용의약품,294-004,수입,플룸 10％액(Flum 10％ oral),플루메퀸,Flumequine,2010-11-15,(주)메디텍
동물용의약품,294-005,수입,플룸 20％액(Flum 20％ oral),플루메퀸,Flumequine,2010-11-15,(주)메디텍
동물용의약품,294-006,수입,스타 엔로 5％ 주사(Star Enro 5％ Injection),엔로플록사신,Enrofloxacin,2011-01-06,(주)메디텍
동물용의약품,294-007,수입,스타 엔로 10％ 주사(Star Enro 10％ injection),엔로플록사신,Enrofloxacin,2011-01-06,(주)메디텍
동물용의약품,294-008,수입,메디암피 주사(Medi ampi injection),암피실린,Ampicillin,2011-04-21,(주)메디텍
동물용의약품,294-009,수입,메디닉신 주사(Medinixin injection),플루닉신,Flunixin,2011-04-21,(주)메디텍
동물용의약품,294-011,수입,나노멕틴 주사(Ivermectin 1％ injection),이버멕틴,Ivermectin,2012-04-20,(주)메디텍
동물용의약품,294-012,수입,네오콕신,디클라주릴,Diclazuril,2012-11-28,(주)메디텍
동물용의약품,294-013,수입,네오캄,멜록시캄,Meloxicam,2012-11-28,(주)메디텍
동물용의약품,294-014,수입,인트로비트-이-셀렌주사,비타민 E+셀레늄,Vitamin E+Selenium,2004-05-12,(주)메디텍
동물용의약품,294-015,수입,인트로비트 주사,비타민+아미노산,Vitamin+Amino acid,2004-05-12,(주)메디텍
동물용의약품,294-017,수입,리목신-200LA(Limoxin-200LA),옥시테트라싸이클린,Oxytetracycline,2007-10-16,(주)메디텍
동물용의약품,294-018,수입,인터스펙틴-L,린코마이신+스펙티노마이신,Lincomycin+Spectinomycin,2007-10-16,(주)메디텍
동물용의약품,294-019,수입,디콕스 액(디클라주릴)(z dlcla),디클라주릴,Diclazuril,2017-11-20,(주)메디텍
동물용의약품,294-020,수입,세프티오 제트 주(세프티오퍼염산염)(Z Ceftio),세프티오퍼 염산염,Ceftiofur Hydrochloride,2018-07-24,(주)메디텍
동물용의약품,301-001,수입,브이/엘 256(V/L 256),기타영양공급약,"Others, Nutrition supplemental preparations",1993-03-02,(주)삼지벳
동물용의약품,301-008,수입,세박 아이비디-엘(Cevac IBD-L),전염성F낭병,Infectious bursal disease,2001-01-11,(주)삼지벳
동물용의약품,301-009,수입,세박 감보 엘(Cevac GUMBO L),전염성F낭병,Infectious bursal disease,2004-03-31,(주)삼지벳
동물용의약품,303-001,수입,알팍산 멀티도즈(Alfaxan Multidose),알팍사론,Alfaxalone,2013-06-13,(주)케어사이드
동물용의약품,305-012,수입,파마신100 수용성과립(타이로신타타르산)(Phamasin-100 WSG),주석산 타이로신,Tylosin tartrate,2022-12-15,엘캄코바이오
동물용의약품,305-013,수입,파마신 200 주사제(타일로신)(Pharmasin-200 Inj),타이로신,Tylosin,2023-03-02,엘캄코바이오
동물용의약품,308-001,수입,비타-포르테(VITA-FORTE),기타영양공급약,Mineral supplemental preparations,2001-12-29,(주)청솔
동물용의약품,309-001,수입,이사덤(Isaderm),퓨시드산+베타메타손,fusidic acid+bethamethasone,2006-08-25,리퓨어헬스케어(주)
동물용의약품,309-002,수입,베토릴 60mg 캡슐(Vetoryl 60mg Capsule),트릴로스테인,Trilostane,2013-05-08,리퓨어헬스케어(주)
동물용의약품,309-003,수입,펠리마졸 2.5mg 정(Felimazole 2.5mg Tablets),티아마졸,Thiamazole,2013-07-22,리퓨어헬스케어(주)
동물용의약품,309-004,수입,베토릴10mg 캡슐(Vetoryl 10mg Capsule),트릴로스테인,Trilostane,2013-08-01,리퓨어헬스케어(주)
동물용의약품,309-005,수입,베토릴30mg캡슐(Vetroryl 30mg Capsule),트릴로스테인,Trilostane,2013-08-01,리퓨어헬스케어(주)
동물용의약품,309-006,수입,베토릴 120mg캡슐(Vetoryl 120mg Capsule),트릴로스테인,Trilostane,2013-08-01,리퓨어헬스케어(주)
동물용의약품,309-007,수입,펠리마졸 5.0mg 정(Felimazole 5.0mg Tablets),티아마졸,Thiamazole,2013-10-21,리퓨어헬스케어(주)
동물용의약품,309-008,수입,세다토(SEDATOR),메데토미딘,Medetomidine,2011-02-11,리퓨어헬스케어(주)
동물용의약품,309-009,수입,아티팜(ATIPAM),아티파메졸,Atipamezol,2011-02-11,리퓨어헬스케어(주)
동물용의약품,309-010,수입,"카디슈어 정 1.25mg(Cardisure tablet, 1.25mg)",피모벤단,Pimobendan,2015-09-02,리퓨어헬스케어(주)
동물용의약품,309-011,수입,"카디슈어 정 2.5mg(Cardisure tablet, 2.5mg)",피모벤단,Pimobendan,2015-09-02,리퓨어헬스케어(주)
동물용의약품,309-012,수입,"카디슈어 정 5.0mg(Cardisure tablet, 5.0mg)",피모벤단,Pimobendan,2015-09-02,리퓨어헬스케어(주)
동물용의약품,309-013,수입,"카디슈어 정 10.0mg(Cardisure tablet, 10.0mg)",피모벤단,Pimobendan,2015-09-02,리퓨어헬스케어(주)
동물용의약품,309-014,수입,카누랄 점이제(Canaural ear drops),퓨시드산 디에탄올아민+황산 후라마이세틴+니스타틴+프레드니솔론,Diethanolamine fusidate+Framycetin sulphate+Nystatin+Prednisolone,2017-04-14,리퓨어헬스케어(주)
동물용의약품,309-015,수입,이사탈 점안제(퓨시드산)(Isathal Eye Drops),퓨시드산,Fusidic Acid,2017-04-21,리퓨어헬스케어(주)
동물용의약품,309-016,수입,자이코탈 주25mg(데속시코톤 피발레이트)(zycortal 25mg),데속시코톤 피발레이트,Desoxycortone Pivalate,2018-02-13,리퓨어헬스케어(주)
동물용의약품,309-017,수입,싸이포론정 200ug(Thyforon flavoured 200 microgram),레보티록신나트륨,Levothyroxine sodium,2020-03-06,리퓨어헬스케어(주)
동물용의약품,309-018,수입,싸이포론정 400ug(Thyforon flavoured 400 microgram),레보티록신나트륨,Levothyroxine sodium,2020-03-06,리퓨어헬스케어(주)
동물용의약품,309-020,수입,프리보맥스 주 10mg(마로피턴트)(Prevomax 10 mg),마로피턴트(마로피탄트),Maropitant,2020-04-20,리퓨어헬스케어(주)
동물용의약품,309-026,수입,베토릴 5mg 캡슐(트릴로스탄)(Vetoryl 5mg capsule),트릴로스테인,Trilostane,2021-12-31,리퓨어헬스케어(주)
동물용의약품,309-027,수입,세다스탑(sedastop),아티파메졸,Atipamezol,2013-11-06,리퓨어헬스케어(주)
동물용의약품,309-028,수입,세다스타트(sedastart),메데토미딘,Medetomidine,2013-11-06,리퓨어헬스케어(주)
동물용의약품,309-029,수입,세도미딘(sedomidine),데토미딘,Detomidine HCl,2013-11-06,리퓨어헬스케어(주)
동물용의약품,312-003,수입,이안-한세프(HANCEFT),세프티오퍼 염산염,Ceftiofur Hydrochloride,2014-12-08,(주)이안애니멀헬스
동물용의약품,312-004,수입,아자딘(AZADIN),디미나젠+페나존,Diminazene+Phenazone,2015-10-20,(주)이안애니멀헬스
동물용의약품,312-010,수입,이퀸 비피(BP) 시럽(페닐부타존)(Equine Bute Paste),페닐부타존,Phenylbutazone,2018-02-26,(주)이안애니멀헬스
동물용의약품,312-012,수입,한-프로스트 주(클로프로스테놀 소디움)(HAN-PROST),클로프로스테놀(프로스타글란딘유도체),Cloprostenol(Analog of prostaglandin),2018-12-26,(주)이안애니멀헬스
동물용의약품,312-013,수입,한벳-옥시토신 주사(Oxytocin injectable solution),옥시토신,Oxytocin,2019-10-28,(주)이안애니멀헬스
동물용의약품,312-014,수입,한퀴놈 2.5%주(Hanquinome 2.5),세프퀴놈,Cefquinome,2020-06-05,(주)이안애니멀헬스
동물용의약품,320-001,수입,펜자일,자일라진,Xylazines,2015-05-27,에스엠피동물약품주식회사
동물용의약품,333-001,수입,하트웜쉴드 정-초소형견용(Heartworm Shield-ss),이버멕틴+피란텔,Ivermectin+Pyrantel,2017-01-23,비엠에스팜
동물용의약품,333-002,수입,하트웜쉴드 정-소형견용(Heartworm Shield-s),이버멕틴+피란텔,Ivermectin+Pyrantel,2017-01-23,비엠에스팜
동물용의약품,333-003,수입,하트웜쉴드 정-중형견용(Heartworm Shield-M),이버멕틴+피란텔,Ivermectin+Pyrantel,2017-01-23,비엠에스팜
동물용의약품,333-004,수입,하트웜쉴드 정-대형견용(Heartworm Shield-L),이버멕틴+피란텔,Ivermectin+Pyrantel,2017-01-23,비엠에스팜
동물용의약품,333-005,수입,프로닐 스팟 액(피프로닐)(Fronil spot),피프로닐,Fipronil,2016-08-05,비엠에스팜
동물용의약품,333-006,수입,엔로-큐어 정(엔로플록사신)(Enro-Cure),엔로플록사신,Enrofloxacin,2017-10-24,비엠에스팜
동물용의약품,333-007,수입,이어 콤플리트(Ear Complete),폴리믹신비 미코나졸 프레드니솔론,Polymyxin B Miconazole Prednisolone,2018-03-22,비엠에스팜
동물용의약품,333-008,수입,산피모 츄어블 정 5.0mg(Shwanpimo Chewable Tablet 5.0mg),피모벤단,Pimobendan,2019-07-17,비엠에스팜
동물용의약품,333-009,수입,이퀴웜 페이스트(EquiWormPaste),이버멕틴+프라지퀀텔,Ivermectin+Praziquantel,2019-08-29,비엠에스팜
동물용의약품,333-010,수입,이어 다이나믹 점이제(Ear Dynamic Otic Solution),마보플록사신+클로트리마졸+덱사메타손,Marbofloxacin+Clotrimazole+Dexamethasone,2020-01-13,비엠에스팜
동물용의약품,336-001,수입,록식 주(멜록시캄)(Loxic Inject),멜록시캄,Meloxicam,2016-10-28,피앤비동물약품
동물용의약품,336-002,수입,피앤비 세프티-주(Cefti sterile powder for injection),세프티오퍼,Ceftiofur,2018-05-02,피앤비동물약품
동물용의약품,336-003,수입,바임-에이비에스 주(Vime-ABS Inj.),기타영양공급약,"Others, Nutrition supplemental preparations",2018-09-05,피앤비동물약품
동물용의약품,336-004,수입,피앤비 타이로신-200(Tylosin-200),타이로신,Tylosin,2019-01-11,피앤비동물약품
동물용의약품,336-005,수입,피앤비 테라-10주 (옥시테트라사이클린)(TERRAMYCIN),옥시테트라싸이클린염산염,Oxytetracycline HCl,2019-07-15,피앤비동물약품
동물용의약품,336-006,수입,바임트릴-5(Vimetryl -5),엔로플록사신,Enrofloxacin,2019-11-26,피앤비동물약품
동물용의약품,336-007,수입,바임엔로- 10(Vimenro- 10),엔로플록사신,Enrofloxacin,2019-11-26,피앤비동물약품
동물용의약품,336-008,수입,피앤비 세프티-10%주(Cefti-1000 suspension for injection),세프티오퍼 염산염,Ceftiofur Hydrochloride,2020-01-02,피앤비동물약품
동물용의약품,336-009,수입,폴리 AD주 (비타민 AD3E 주사제)(POLY AD),비타민 A/D3/E,Vitamin A/D3/E,2020-01-23,피앤비동물약품
동물용의약품,337-001,수입,바이오-아목스 엘에이 주(아목시실린수화물)(BIO-Amox LA),아목시실린,Amoxicillin,2017-08-30,한산에프앤피
동물용의약품,337-002,수입,한벳-고나레린 주(HANVET-GONARELIN inj.),고나도레닌,Gonadorelin,2018-02-20,한산에프앤피
동물용의약품,337-003,수입,한미코틸(HANMICOTIL),틸미코신포스페이트,Tilmicosin phosphate,2018-04-05,한산에프앤피
동물용의약품,337-004,수입,한펜졸 산(Hanfenzol 4 percent),펜벤다졸,Fenbendazole,2018-08-10,한산에프앤피
동물용의약품,337-005,수입,한산 아목실린 산(AMOXILIN),아목시실린,Amoxicillin,2019-02-11,한산에프앤피
동물용의약품,337-006,수입,한산 맛나 엔로 20(E-FLOX 20percent),엔로플록사신,Enrofloxacin,2019-03-04,한산에프앤피
동물용의약품,337-007,수입,바이오-콕 액(톨트라주릴)(BIO-COC),톨트라주릴,Toltrazuril,2017-03-08,한산에프앤피
동물용의약품,337-008,수입,바이오-아목실 산(아목시실린수화물)(Bio-Amoxicillin),아목시실린,Amoxicillin,2017-03-08,한산에프앤피
동물용의약품,337-009,수입,한산 비타민AD3E 주(Vitamin AD3E),비타민 A/D3/E,Vitamin A/D3/E,2019-10-28,한산에프앤피
동물용의약품,337-010,수입,바이오-세프티 주(세프티오퍼나트륨)(BIO-CEPTIOFUR),세프티오퍼,Ceftiofur,2017-08-29,한산에프앤피
동물용의약품,337-011,수입,바이오-티아물린10주(티아물린히드로겐푸마레이트)(Bio-Tiamulin 10 injection),티아물린,Tiamulin,2017-10-16,한산에프앤피
동물용의약품,337-012,수입,한산-타이로200주(Bio-Tylo 200),타이로신,Tylosin,2018-04-18,한산에프앤피
동물용의약품,337-013,수입,한산 한툭신100주(툴라스로마이신)(HAN-TUXIN),툴라스로마이신,Tulathromycin,2020-08-10,한산에프앤피
동물용의약품,337-014,수입,인두파트 주(클로프로스테놀)(INDUPART),클로프로스테놀(프로스타글란딘유도체),Cloprostenol(Analog of prostaglandin),2016-08-11,한산에프앤피
동물용의약품,337-015,수입,엔피케토펜 주(케토프로펜)(NP Ketofen Inj.),케토프로펜,Ketoprofen,2018-12-04,한산에프앤피
동물용의약품,337-016,수입,엔피-엔로플록스 10 주(엔로플록사신)(NP-Enroflox 10),엔로플록사신,Enrofloxacin,2019-01-22,한산에프앤피
동물용의약품,337-017,수입,스펙티노마이신 5액(Spectinomycin 5),스펙티노마이신,Spectinomycin,2019-11-07,한산에프앤피
동물용의약품,337-018,수입,바이오-테트라 200 엘에이 주(옥시테트트라사이클린이수화물)(Bio-Tetra 200 LA),옥시테트라싸이클린,Oxytetracycline,2019-08-05,한산에프앤피
동물용의약품,337-019,수입,한산 마이코벳 액(브롬헥신염산염)(HANSAN MYCOVET Liquid),브롬헥신,Bromehexine HCl,2022-07-11,한산에프앤피
동물용의약품,338-001,수입,써코백(Circovac),돼지 써코바이러스 항원,Porcine circivirus Type-2 antigen,2009-02-09,세바코리아 유한책임회사
동물용의약품,338-002,수입,베트리목신엘에이(VETRIMOXIN L.A. Injectable suspension),아목시실린,Amoxicillin,2009-05-04,세바코리아 유한책임회사
동물용의약품,338-003,수입,오바레린(OVARELIN),고나도레닌,Gonadorelin,2009-05-04,세바코리아 유한책임회사
동물용의약품,338-005,수입,세박 엠디에이치브이티&리스펜스(Cevac MD HVT+Rispens),마렉병 CVI988+HVT,Marek s disease CVI988+HVT,2018-08-13,세바코리아 유한책임회사
동물용의약품,338-006,수입,프로그레시스 주(Progressis),생식기호흡기증후군,PRRS,2018-07-02,세바코리아 유한책임회사
동물용의약품,338-007,수입,프라세탐 20(Pracetam 20),아세트아미노펜(파라세타몰),Acetaminophen,2010-02-26,세바코리아 유한책임회사
동물용의약품,338-008,수입,세바솔AD3E+C,비타민 A,Vitamin A,2008-12-15,세바코리아 유한책임회사
동물용의약품,338-009,수입,슈프라비타미놀(Supravitaminol liquid),비타민 A,Vitamin A,2008-12-15,세바코리아 유한책임회사
동물용의약품,338-010,수입,엔자프로스트 티(ENZAPROST T),디노프로스트,Dinoprost,2008-12-15,세바코리아 유한책임회사
동물용의약품,338-011,수입,알트레신액(ALTRESYN),알트레노게스트,Altrenogest,2019-01-08,세바코리아 유한책임회사
동물용의약품,338-012,수입,세박 엘티-엘(CEVAC LT-L),전염성후두기관염,Infectious Laryngotrachitis,1998-04-14,세바코리아 유한책임회사
동물용의약품,338-013,수입,세박 에스. 갈리나룸(Cevac S. Gallinarum),닭티푸스,Fowl Typhoid,2014-11-28,세바코리아 유한책임회사
동물용의약품,338-014,수입,세박 비타페스트-엘(CEVAC VITAPEST-L),뉴캣슬,Newcastle disease,1998-06-30,세바코리아 유한책임회사
동물용의약품,338-015,수입,마이클로잔 200 프리믹스 산(틸미코신 인산염)(MICLOZAN 200 Premix),틸미코신포스페이트,Tilmicosin phosphate,2019-08-30,세바코리아 유한책임회사
동물용의약품,338-016,수입,하이오젠 주(HYOGEN),마이코플라즈마,Mycoplasmosis,2019-09-24,세바코리아 유한책임회사
동물용의약품,338-017,수입,세바 글렙토실 주(글렙토페론)(Gleptosil),글렙토페론,Gleptoferron,2019-10-02,세바코리아 유한책임회사
동물용의약품,338-018,수입,프라세탐 액 40(파라세타몰)(Pracetam 40),아세트아미노펜(파라세타몰),Acetaminophen,2019-10-28,세바코리아 유한책임회사
동물용의약품,338-019,수입,카프로딜 쿼드리 정(카프로펜)(CARPRODYL QUADRI CHEWABLE TABLETS FOR DOGS),카프로펜,Carprofen,2020-07-08,세바코리아 유한책임회사
동물용의약품,338-020,수입,포세리스 주(Forceris),톨트라주릴+글렙토페론복합체(철),Toltrazuril+Gleptoferron(iron),2020-12-23,세바코리아 유한책임회사
동물용의약품,338-021,수입,티암벳100산(티아물린히드로겐푸마레이트)(TIAMVET100 PREMIX),티아물린,Tiamulin,2021-05-21,세바코리아 유한책임회사
동물용의약품,338-022,수입,베트리목신 50 매트릭스 산(아목시실린삼수화물)(Vetrimoxin 50 Matrix),아목시실린트리하이드레이트,Amoxycilline trihydrate,2021-06-10,세바코리아 유한책임회사
동물용의약품,338-023,수입,툴라벤 주(툴라스로마이신)(Tulaven),툴라스로마이신,Tulathromycin,2021-06-18,세바코리아 유한책임회사
동물용의약품,338-024,수입,코글라픽스 주(Coglapix),흉막폐렴,Pleuropneumonia,2022-01-20,세바코리아 유한책임회사
동물용의약품,338-025,수입,클로스트리포크 콜라이(Clorstriporc Coli),대장균+클로스트리디움,E. coli+Clostridium perfringens,2019-01-16,세바코리아 유한책임회사
동물용의약품,338-026,수입,에코포크 시가 주(ECOPORC SHIGA),유전자 재조합 Stx2e 항원,,2022-11-21,세바코리아 유한책임회사
동물용의약품,338-027,수입,세박 트랜스뮨(Cevac Transmune),전염성F낭병,Infectious bursal disease,2022-12-06,세바코리아 유한책임회사
동물용의약품,343-001,수입,라이프타이드-주 5mg(Lifetide-5mg),합성 돼지 GHRH 인코딩 플라스미드,Synthetic porcine GHRH encoding plasmid,2018-05-09,(주)플럼라인생명과학
동물용의약품,353-001,수입,비알에이에프엠디-2(BRA FMD-2),구제역,Foot and Mouth disease,2018-06-07,보란애니멀헬스
동물용의약품,359-001,수입,구제역 O형 불활화 백신(KingVac Foot and Mouth Disease Vaccine O divalent),구제역,Foot and Mouth disease,2018-12-05,(주)리스펙트바이오
동물용의약품,361-001,위탁제조판매,파로박스 구제역(PharoVax FMD),재조합 단백질(구제역 바이러스 유래),,2019-12-24,(주)파로스백신
동물용의약품,364-003,제조,돼지 대장균 불활화 백신(PORCINE E.COLI VACCINE-POLYVALEN),대장균,E.coli disease,1982-02-10,녹십자수의약품(주)
동물용의약품,364-004,제조,녹수 피린-주(G.C. PYRIN-INJ.),디피론+아미노피린+클로르페닐라민+안식향산나트륨카페인,Dipyrone+Aminopyrine+Chlorpheniramine+Caffeine and sodium benzoa,1971-07-31,녹십자수의약품(주)
동물용의약품,364-005,제조,녹수 페니실린지-주(PENICILLIN-INJ),페니실린지프로카인+페니실린지포타슘,Penicillin G procaine+Penicillin G potassium,1974-02-16,녹십자수의약품(주)
동물용의약품,364-006,제조,설파-40주(SULFA40-INJ),설파디메톡신,Sulfadimethoxine,1974-07-08,녹십자수의약품(주)
동물용의약품,364-007,제조,콤비마이신 주(COMBIMYCIN-INJ),페니실린지프로카인+디하이드로스트렙토마이신,Penicillin G procaine+Dihydrostreptomycin sulfate,1975-04-04,녹십자수의약품(주)
동물용의약품,364-008,제조,암푸라Q수용산(AMPURA-Q),암프롤리움+설파퀴녹살린,Amprolium HCl+Sulfaquinoxaline,1976-11-09,녹십자수의약품(주)
동물용의약품,364-009,제조,녹수 타이로신-50수용산(TYLOSIN-50 WATER SOLUBLE),타이로신,Tylosin,1978-12-07,녹십자수의약품(주)
동물용의약품,364-010,제조,그린틱스(GREEN TIX),아미트라즈,Amitraz,1982-07-28,녹십자수의약품(주)
동물용의약품,364-011,제조,뉴렐-20(NURELLE 20 EC),싸이퍼메스린,Cypermethrin,1982-12-18,녹십자수의약품(주)
동물용의약품,364-012,제조,뉴페린-주(NEWPHERIN-INJECTION),설피린+메칠에페드린+말레인산클로르페니라민,Sulpyrine+Methylephedrine HCl+Chlorpheniramine maleate,1984-05-10,녹십자수의약품(주)
동물용의약품,364-013,제조,녹수 가나마이신비내용(G.C.KANAMYCIN INTRANASAL SOLUTION),카나마이신,Kanamycin,1987-09-15,녹십자수의약품(주)
동물용의약품,364-014,제조,데코모톤(DECOMOTON),카르베토신,Carbetocin,1988-07-15,녹십자수의약품(주)
동물용의약품,364-015,제조,이도제나빌 주(IDO-GENABIL INJ.),멘부톤+클로로크레졸,Menbutone+Chlorocresol,1990-03-22,녹십자수의약품(주)
동물용의약품,364-016,제조,녹수 지피에스-주(G.C GPS Inj.),페니실린지프로카인-벤자틴+디하이드로스트렙토마이신,Penicillin G procaine-benzathin+Dihydrostreptomycin sulfate,1998-04-13,녹십자수의약품(주)
동물용의약품,364-017,제조,트리멕스-액(수출용),트리메토프림+설파메톡사졸,Trimethoprim+Sulfamethoxazole,2001-10-19,녹십자수의약품(주)
동물용의약품,364-018,제조,녹수 콜리스틴 골드(G.C. COLISTIN GOLD),콜리스틴,Colistin,2001-12-31,녹십자수의약품(주)
동물용의약품,364-019,제조,파워플로-40(POWDERFLOR-40),플로르페니콜,Florfenicol,2003-09-18,녹십자수의약품(주)
동물용의약품,364-020,제조,페니플30-주(수출용)(PENIFL30-Inj.),플로르페니콜,Florfenicol,2004-12-15,녹십자수의약품(주)
동물용의약품,364-021,제조,아스펜-C(ASPEN-C),아스피린(아세틸살리실산) 비타민C(아스코르브산),Aspirin(Acetylsalicylic acid) Vitamin C(Ascorbic acid),2005-07-13,녹십자수의약품(주)
동물용의약품,364-022,제조,그린콕스5 현탁액(Greencox 5 Suspension),톨트라주릴,Toltrazuril,2005-08-02,녹십자수의약품(주)
동물용의약품,364-023,제조,그린콕스액,톨트라주릴,Toltrazuril,2005-08-02,녹십자수의약품(주)
동물용의약품,364-024,제조,아목실플러스수용산(수출용),아목시실린,Amoxicillin,2005-12-23,녹십자수의약품(주)
동물용의약품,364-025,제조,클린티아,클로르테트라싸이클린염산염+티아물린,Chlortetracycline HCl+Tiamulin hydrogen fumarate,2006-01-19,녹십자수의약품(주)
동물용의약품,364-026,제조,아목실펜 200(AMOXYLPHEN 200),아목시실린+아세타미노펜+에페드린,Amoxicillin+Acetaminophen+Ephedrine,2006-03-17,녹십자수의약품(주)
동물용의약품,364-027,제조,비타헬스(VITA HEALTH),기타영양공급약,Mineral supplemental preparations,2006-03-23,녹십자수의약품(주)
동물용의약품,364-028,제조,녹수 아목실 LA-주(G.C AMOXYL-LA Inj),아목시실린,Amoxicillin,2006-03-23,녹십자수의약품(주)
동물용의약품,364-029,제조,래피톨-주(Rapitol-Inj),톨페나민산,Tolfenamic aicd,2006-09-19,녹십자수의약품(주)
동물용의약품,364-030,제조,세프론-주(Cefron-Inj),세프티오퍼,Ceftiofur,2006-09-19,녹십자수의약품(주)
동물용의약품,364-031,제조,지피 600(GP 600),태반성성선자극호르몬+혈청성성선자극호르몬,HCG+PMSG,2006-10-27,녹십자수의약품(주)
동물용의약품,364-032,제조,지멕틴 푸어온(Gmectin-Pour On),이버멕틴,Ivermectin,2007-07-06,녹십자수의약품(주)
동물용의약품,364-033,제조,지멕틴 프리믹스(Gmectin Premix),이버멕틴,Ivermectin,2007-08-08,녹십자수의약품(주)
동물용의약품,364-034,제조,카토비타(Catovita),부타포스판,Butaphosphan,2007-08-08,녹십자수의약품(주)
동물용의약품,364-035,제조,린펙신(LINPECCIN),린코마이신+스펙티노마이신,Lincomycin+Spectinomycin,2007-09-20,녹십자수의약품(주)
동물용의약품,364-036,제조,녹수엔로플100-주(G.C. Enrofl 100 Inj.),엔로플록사신,Enrofloxacin,2008-01-03,녹십자수의약품(주)
동물용의약품,364-037,제조,수출용 시프로20％액,시프로플록사신,Ciprofloxacine,2010-12-24,녹십자수의약품(주)
동물용의약품,364-038,제조,닥터스킨액(DOCTOR SKIN SOLUTION),린코마이신+플로르페니콜,Lincomycin HCl+Florfenicol,2011-04-20,녹십자수의약품(주)
동물용의약품,364-039,제조,녹수 글렙200-주(G.C. GLEP200-Inj.),글렙토페론,Gleptoferron,2011-08-24,녹십자수의약품(주)
동물용의약품,364-040,제조,녹수 엔로파워액(G.C. ENROPOWER SOLUTION),엔로플록사신,Enrofloxacin,2012-05-14,녹십자수의약품(주)
동물용의약품,364-041,제조,녹수 마보파워100-주(G.C MARBOPOWER100-Inj.),마보플록사신,Marbofloxacin,2012-06-22,녹십자수의약품(주)
동물용의약품,364-042,제조,녹수 그린틸액(GC GREENTIL LIQUID),틸미코신포스페이트,Tilmicosin phosphate,2013-02-20,녹십자수의약품(주)
동물용의약품,364-043,제조,스킨케어 플러스액(SKINCARE PLUS LIQUID),린코마이신 염산염+플로르페니콜+리도카인염산염수화물,Lincomycin Hydrochloride+Florfenicol+Lidocaine Hydrochloride hydrate,2013-03-14,녹십자수의약품(주)
동물용의약품,364-044,제조,녹수 이퀴디웜(GC EQUIDEWORM),이버멕틴+프라지퀀텔,Ivermectin+Praziquantel,2013-05-20,녹십자수의약품(주)
동물용의약품,364-045,제조,스팟라인(SPOTLINE),피프로닐,Fipronil,2013-10-14,녹십자수의약품(주)
동물용의약품,364-046,제조,녹수 페니샷400-주(GC FENISHOT400-Inj),플로르페니콜,Florfenicol,2013-12-09,녹십자수의약품(주)
동물용의약품,364-047,제조,수출용 콜리암피(COLIAMPI),암피실린+콜리스틴,Ampicillin+Colistin sulfate,2014-02-20,녹십자수의약품(주)
동물용의약품,364-048,제조,수출용 콜리목시(COLIMOXY),아목시실린,Amoxicillin,2014-02-20,녹십자수의약품(주)
동물용의약품,364-049,제조,세프론세븐(CEFRON SEVEN),결정성세프티오퍼유리산,Ceftiofur Crystalline Free Acid,2014-05-07,녹십자수의약품(주)
동물용의약품,364-050,제조,에프틴푸어온(EPTIN POUR ON),에프리노멕틴,Eprinomectine,2014-11-27,녹십자수의약품(주)
동물용의약품,364-051,제조,녹수 마보톨-주(MARBOTOL-Inj),마보플록사신+톨페나민산,Marbofloxacin+Tolfenamic aicd,2015-07-20,녹십자수의약품(주)
동물용의약품,364-052,제조,브롬파워액(Brompower Liquid),페닐부타존+브롬헥신,Phenylbutazone+Bromhexine HCl,2015-08-27,녹십자수의약품(주)
동물용의약품,364-053,제조,녹수콜린산(G.C. Colins powder),린코마이신+콜리스틴,Lincomycin HCl+Colistin sulfate,2016-08-09,녹십자수의약품(주)
